City,Observer,Species,Group,Obs Date,LOC_FINAL,LOC_ORIG,Habitat_broad,Habitat_spec,Photo,Dead,Notes,LOCATION_CHANGES
Philadelphia,NS/BDW,Painted Turtle,Turtle,3/17/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS/BDW,Painted Turtle,Turtle,3/17/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS/BDW,Painted Turtle,Turtle,3/12/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS/BDW,Painted Turtle,Turtle,3/12/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS/BDW,Painted Turtle,Turtle,3/12/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS/BDW,Painted Turtle,Turtle,3/12/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS/BDW,Painted Turtle,Turtle,9/2/2018,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS/BDW,Painted Turtle,Turtle,7/14/2018,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS/BDW,Painted Turtle,Turtle,7/14/2018,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS/BDW,Painted Turtle,Turtle,7/14/2018,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS/BDW,Painted Turtle,Turtle,6/30/2018,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS/BDW,Painted Turtle,Turtle,6/9/2018,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS/BDW,Painted Turtle,Turtle,6/9/2018,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS/BDW,Painted Turtle,Turtle,5/26/2018,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Terrestrial,Wooded,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS/BDW,Painted Turtle,Turtle,4/29/2018,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS/BDW,Painted Turtle,Turtle,4/29/2018,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS/BDW,Painted Turtle,Turtle,4/26/2018,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS/BDW,Painted Turtle,Turtle,11/25/2017,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS/BDW,Painted Turtle,Turtle,5/4/2017,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS/BDW,Painted Turtle,Turtle,7/4/2016,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS/BDW,Painted Turtle,Turtle,9/3/2015,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS/BDW,Painted Turtle,Turtle,8/22/2012,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS/BDW,Painted Turtle,Turtle,5/10/2012,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,5/7/2020,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,5/7/2020,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,5/5/2020,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,4/25/2020,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,4/25/2020,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,4/25/2020,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,3 of them,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,4/25/2020,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,3/21/2020,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,a family,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,3/20/2020,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,3/20/2020,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,3/15/2020,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,3/15/2020,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,3/15/2020,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,3/15/2020,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,2/18/2020,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,10/19/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,10/4/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,10/4/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,10/4/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,10/4/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,10/4/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,9/28/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,9/8/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,8/31/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,7/19/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,7/11/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,6/15/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,5/29/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Terrestrial,Edge,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,5/6/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,4/28/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,4/28/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,4/27/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,4/27/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,4/27/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,4/13/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,4/13/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,4/12/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,baby,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,3/30/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,3/22/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,3/19/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,3/17/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,3/17/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,3/17/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,3/17/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,3/17/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,3/17/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,3/17/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,3/17/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,3/17/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,3/12/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,3/12/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,3/12/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,3/12/2019,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,9/2/2018,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,7/14/2018,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,7/14/2018,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,7/14/2018,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,6/30/2018,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,6/9/2018,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,6/9/2018,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,5/26/2018,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Terrestrial,Wooded,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,4/29/2018,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,4/29/2018,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,4/26/2018,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,11/25/2017,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,5/4/2017,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,7/4/2016,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,9/3/2015,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,8/22/2012,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS,Painted Turtle,Turtle,5/10/2012,JOHN HEINZ NATIONAL WILDLIFE REFUGE,Darby Lake,Aquatic,Lake,yes,no,,JOHN HEINZ NATIONAL WILDLIFE REFUGE
Philadelphia,NS/BDW,Painted Turtle,Turtle,9/28/2019,John Heinz National Wildlife Refuge,John Heinz National Wildlife Refuge,Terrestrial,Wooded,yes,no,,
Philadelphia,NS/BDW,Painted Turtle,Turtle,5/18/2019,John Heinz National Wildlife Refuge,John Heinz National Wildlife Refuge,Terrestrial,Wooded,yes,no,,
Philadelphia,NS/BDW,Painted Turtle,Turtle,7/13/2018,John Heinz National Wildlife Refuge,John Heinz National Wildlife Refuge,Terrestrial,Wooded,yes,no,,
Philadelphia,NS/BDW,Painted Turtle,Turtle,7/2/2017,John Heinz National Wildlife Refuge,John Heinz National Wildlife Refuge,Terrestrial,Wooded,yes,no,baby,
Philadelphia,NS,Painted Turtle,Turtle,9/28/2019,John Heinz National Wildlife Refuge,John Heinz National Wildlife Refuge,Terrestrial,Wooded,yes,no,,
Philadelphia,NS,Painted Turtle,Turtle,5/18/2019,John Heinz National Wildlife Refuge,John Heinz National Wildlife Refuge,Terrestrial,Wooded,yes,no,,
Philadelphia,NS,Painted Turtle,Turtle,7/13/2018,John Heinz National Wildlife Refuge,John Heinz National Wildlife Refuge,Terrestrial,Wooded,yes,no,,
Philadelphia,NS,Painted Turtle,Turtle,7/2/2017,John Heinz National Wildlife Refuge,John Heinz National Wildlife Refuge,Terrestrial,Wooded,yes,no,,
Philadelphia,NS/BDW,River Cooter,Turtle,5/23/2015,John Heinz National Wildlife Refuge,John Heinz National Wildlife Refuge,Terrestrial,Wooded,yes,no,,
Philadelphia,BDW,River Cooter,Turtle,5/23/2015,John Heinz National Wildlife Refuge,John Heinz National Wildlife Refuge,aquatic,creek,yes,,,
Philadelphia,NS/BDW,Common Garter Snake,Snake,9/15/2018,Juniata Golf Club,Juniata Golf Club,Terrestrial,Field,yes,no,,
Philadelphia,NS/BDW,Common Garter Snake,Snake,9/15/2018,Juniata Golf Club,Juniata Golf Club,Terrestrial,Field,yes,no,,
Philadelphia,BDW,American Bullfrog,Frog,4/27/2020,Kaskey Park,Kaskey Park,aquatic,pond,yes,no,,
Philadelphia,BDW,American Bullfrog,Frog,4/25/2020,Kaskey Park,Kaskey Park,terrestrial,wooded,yes,no,,
Philadelphia,BDW,American Bullfrog,Frog,4/25/2020,Kaskey Park,Kaskey Park,aquatic,pond,yes,no,,
Philadelphia,BDW,American Bullfrog,Frog,7/10/2019,Kaskey Park,Kaskey Park,terrestrial,wooded,yes,no,,
Philadelphia,BDW,American Bullfrog,Frog,6/3/2019,Kaskey Park,Kaskey Park,aquatic,pond,yes,no,,
Philadelphia,BDW,American Bullfrog,Frog,5/17/2019,Kaskey Park,Kaskey Park,aquatic,pond,yes,no,,
Philadelphia,BDW,American Bullfrog,Frog,4/21/2019,Kaskey Park,Kaskey Park,aquatic,pond,yes,no,you said valley park,
Philadelphia,BDW,American Bullfrog,Frog,4/19/2019,Kaskey Park,Kaskey Park,aquatic,pond,yes,no,tadpole / by east park reservoir,
Philadelphia,BDW,American Bullfrog,Frog,4/9/2019,Kaskey Park,Kaskey Park,aquatic,pond,yes,no,,
Philadelphia,BDW,American Bullfrog,Frog,10/6/2018,Kaskey Park,Kaskey Park,aquatic,pond,yes,no,,
Philadelphia,BDW,American Bullfrog,Frog,9/7/2018,Kaskey Park,Kaskey Park,aquatic,pond,yes,no,,
Philadelphia,BDW,American Bullfrog,Frog,5/15/2018,Kaskey Park,Kaskey Park,aquatic,pond,yes,no,,
Philadelphia,NS/BDW,Dekay's Brownsnake,Snake,3/13/2020,Kaskey Park,Kaskey Park,terrestrial,wooded,yes,no,,
Philadelphia,NS/BDW,Dekay's Brownsnake,Snake,4/12/2019,Kaskey Park,Kaskey Park,terrestrial,wooded,yes,no,,
Philadelphia,BDW,Dekay's Brownsnake,Snake,3/13/2020,Kaskey Park,Kaskey Park,terrestrial,wooded,yes,no,,
Philadelphia,BDW,Dekay's Brownsnake,Snake,4/12/2019,Kaskey Park,Kaskey Park,terrestrial,wooded,yes,no,beside penn park,
Philadelphia,BDW,American Bullfrog,Frog,5/23/2018,Lardner's Point Park,Lardner's Point Park,terrestrial,field,yes,no,,
Philadelphia,BDW,Common Five Lined Skink,Lizard,7/20/2019,Lardner's Point Park,Lardner's Point Park,terrestrial,field,yes,no,,
Philadelphia,BDW,Common Five Lined Skink,Lizard,10/29/2019,Lardner's Point Park,Lardner's Point Park,terrestrial,field,yes,,,
Philadelphia,BDW,Common Five Lined Skink,Lizard,10/29/2019,Lardner's Point Park,Lardner's Point Park,terrestrial,field,yes,no,,
Philadelphia,NS/BDW,Common Five-lined Skink,Lizard,7/20/2019,Lardner's Point Park,Lardner's Point Park,Terrestrial,Field,yes,no,,
Philadelphia,NS/BDW,Dekay's Brownsnake,Snake,4/9/2019,Lardner's Point Park,Lardner's Point Park,terrestrial,field,yes,no,,
Philadelphia,NS/BDW,Dekay's Brownsnake,Snake,3/27/2019,Lardner's Point Park,Lardner's Point Park,terrestrial,field,yes,no,Houston Meadow,
Philadelphia,NS/BDW,Dekay's Brownsnake,Snake,3/30/2018,Lardner's Point Park,Lardner's Point Park,terrestrial,field,yes,no,carpenter's woods,
Philadelphia,NS/BDW,Dekay's Brownsnake,Snake,2/15/2018,Lardner's Point Park,Lardner's Point Park,terrestrial,field,yes,no,,
Philadelphia,BDW,Dekay's Brownsnake,Snake,3/27/2019,Lardner's Point Park,Lardner's Point Park,terrestrial,field,yes,no,,
Philadelphia,BDW,Dekay's Brownsnake,Snake,3/30/2018,Lardner's Point Park,Lardner's Point Park,terrestrial,field,yes,no,,
Philadelphia,BDW,Dekay's Brownsnake,Snake,2/15/2018,Lardner's Point Park,Lardner's Point Park,terrestrial,field,yes,no,,
Philadelphia,BDW,Dekay's Brownsnake,Snake,4/9/2019,Lardner's Point Park,Lardner's Point Park,terrestrial,field,yes,no,,
Philadelphia,NS/BDW,Eastern Ratsnake,Snake,12/3/2018,Lardner's Point Park,Lardner's Point Park,terrestrial,field,yes,no,,
Philadelphia,BDW,Eastern Ratsnake,Snake,12/3/2018,Lardner's Point Park,Lardner's Point Park,terrestrial,field,yes,no,,
Philadelphia,NS/BDW,Dekay's Brownsnake,Snake,6/8/2017,Libery Lands Public Park,Libery Lands Public Park,terrestrial,wooded,yes,no,,
Philadelphia,BDW,Dekay's Brownsnake,Snake,6/8/2017,Libery Lands Public Park,Libery Lands Public Park,terrestrial,wooded,yes,no,,
Philadelphia,BDW,American Toad,Frog,5/3/2020,Lorimer Park,Lorimer Park,aquatic,stream,yes,no,,
Philadelphia,BDW,American Toad,Frog,4/25/2020,Lorimer Park,Lorimer Park,terrestrial,wooded,yes,no,,
Philadelphia,NS/BDW,Common Snapping Turtle,Turtle,8/31/2019,Manayunk Canal,Manayunk Canal,Aquatic,River,yes,no,,
Philadelphia,BDW,Common Snapping Turtle,Turtle,8/31/2019,Manayunk Canal,Manayunk Canal,aquatic,river,yes,no,,
Philadelphia,NS/BDW,Painted Turtle,Turtle,4/12/2020,Manayunk Canal,Manayunk Canal,Aquatic,River,yes,no,,
Philadelphia,NS,Painted Turtle,Turtle,4/12/2020,Manayunk Canal,Manayunk Canal,Aquatic,River,yes,no,,
Philadelphia,BDW,American Bullfrog,Frog,8/13/2019,Matrix,Matrix,aquatic,creek,yes,no,,
